Name,Telescope,Filter,JD,Magnitude,Magnitude Error 
PTF10nuj,P48,r,2455430.799,>21.4543,3sigma non-detection limit
PTF10nuj,P48,r,2455433.776,>20.7846,3sigma non-detection limit
PTF10nuj,P48,r,2455436.759,>21.1836,3sigma non-detection limit
PTF10nuj,P48,r,2455440.648,>21.8779,3sigma non-detection limit
PTF10nuj,P48,r,2455443.644,>22.2532,3sigma non-detection limit
PTF10nuj,P48,r,2455443.738,>21.6432,3sigma non-detection limit
PTF10nuj,P48,r,2455447.645,>21.4682,3sigma non-detection limit
PTF10nuj,P48,r,2455447.69,>21.4924,3sigma non-detection limit
PTF10nuj,P48,r,2455450.642,>21.4945,3sigma non-detection limit
PTF10nuj,P48,r,2455450.691,>21.5861,3sigma non-detection limit
PTF10nuj,P48,r,2455453.635,>21.8808,3sigma non-detection limit
PTF10nuj,P48,r,2455466.611,>21.0728,3sigma non-detection limit
PTF10nuj,P48,r,2455467.639,>21.5906,3sigma non-detection limit
PTF10nuj,P48,r,2455472.605,>21.7261,3sigma non-detection limit
PTF10nuj,P48,r,2455478.645,>21.6622,3sigma non-detection limit
PTF10nuj,P48,r,2455485.594,>21.5928,3sigma non-detection limit
PTF10nuj,P48,r,2455485.638,>21.6766,3sigma non-detection limit
PTF10nuj,P48,r,2455583.973,>20.9926,3sigma non-detection limit
PTF10nuj,P48,r,2455604.023,>21.5027,3sigma non-detection limit
PTF10nuj,P48,r,2455633.881,>21.5884,3sigma non-detection limit
PTF10nuj,P48,r,2455639.754,>18.9311,3sigma non-detection limit
PTF10nuj,P48,r,2455663.856,>21.2227,3sigma non-detection limit
PTF10nuj,P48,r,2455666.796,>21.0839,3sigma non-detection limit
PTF10nuj,P48,r,2455669.946,>20.9313,3sigma non-detection limit
PTF10nuj,P48,r,2455669.989,>20.8302,3sigma non-detection limit
PTF10nuj,P48,r,2455678.895,>21.6766,3sigma non-detection limit
PTF10nuj,P48,r,2455678.939,>21.7569,3sigma non-detection limit
PTF10nuj,P48,r,2455681.984,>21.3727,3sigma non-detection limit
PTF10nuj,P48,r,2455682.917,>21.4118,3sigma non-detection limit
PTF10nuj,P48,r,2455721.872,>21.667,3sigma non-detection limit
PTF10nuj,P48,r,2455733.751,>22.0649,3sigma non-detection limit
PTF10nuj,P48,r,2455750.701,>21.8295,3sigma non-detection limit
PTF10nuj,P48,r,2455753.713,>21.9044,3sigma non-detection limit
PTF10nuj,P48,r,2455757.723,>21.8295,3sigma non-detection limit
PTF10nuj,P48,r,2455760.817,>21.2683,3sigma non-detection limit
PTF10nuj,P48,r,2455768.785,>21.6936,3sigma non-detection limit
PTF10nuj,P48,r,2455768.828,>21.5468,3sigma non-detection limit
PTF10nuj,P48,r,2455782.679,>22.0683,3sigma non-detection limit
PTF10nuj,P48,r,2455792.716,>21.8351,3sigma non-detection limit
PTF10nuj,P48,r,2455809.646,>21.701,3sigma non-detection limit
PTF10nuj,P48,r,2455812.69,>21.8379,3sigma non-detection limit
PTF10nuj,P48,r,2455817.72,>20.383,3sigma non-detection limit
PTF10nuj,P48,r,2455820.645,>22.0511,3sigma non-detection limit
PTF10nuj,P48,r,2455842.634,>20.9048,3sigma non-detection limit
PTF10nuj,P48,r,2455850.626,>21.1459,3sigma non-detection limit
PTF10nuj,P48,r,2455893.061,>18.6357,3sigma non-detection limit
PTF10nuj,P48,r,2455900.041,>20.406,3sigma non-detection limit
PTF10nuj,P48,r,2455925.98,>21.2404,3sigma non-detection limit
PTF10nuj,P48,r,2455931.954,>19.6184,3sigma non-detection limit
PTF10nuj,P48,r,2455936.939,>17.8816,3sigma non-detection limit
PTF10nuj,P48,r,2455936.94,>18.4235,3sigma non-detection limit
PTF10nuj,P48,r,2455943.986,>21.1579,3sigma non-detection limit
PTF10nuj,P48,r,2455944.014,>21.1976,3sigma non-detection limit
PTF10nuj,P48,r,2455958.927,>20.4741,3sigma non-detection limit
PTF10nuj,P48,r,2455961.9,>20.3168,3sigma non-detection limit
PTF10nuj,P48,r,2455975.903,>21.1852,3sigma non-detection limit
PTF10nuj,P48,r,2455989.912,>20.5684,3sigma non-detection limit
PTF11glr,P48,r,2455663.855,>21.4627,3sigma non-detection limit
PTF11glr,P48,r,2455680.866,>21.7602,3sigma non-detection limit
PTF11glr,P48,r,2455682.878,>21.6521,3sigma non-detection limit
PTF11glr,P48,r,2455682.922,>21.6583,3sigma non-detection limit
PTF11glr,P48,r,2455692.89,>22.3652,3sigma non-detection limit
PTF11glr,P48,r,2455702.857,>21.8078,3sigma non-detection limit
PTF11glr,P48,r,2455709.899,>21.7716,3sigma non-detection limit
PTF11glr,P48,r,2455721.953,20.9609,0.14211 
PTF11glr,P48,r,2455722.731,20.6737,0.1102 
PTF11glr,P48,r,2455730.829,20.5099,0.13695 
PTF11glr,P48,r,2455750.775,20.2741,0.088992 
PTF11glr,P48,r,2455753.772,20.2535,0.076444 
PTF11glr,P48,r,2455757.924,>20.2673,3sigma non-detection limit
PTF11glr,P48,r,2455760.833,20.043,0.10763 
PTF11glr,P48,r,2455763.885,20.2919,0.13046 
PTF11glr,P48,r,2455790.749,20.7136,0.097705 
PTF11glr,P48,r,2455790.792,20.85,0.14766 
PTF11glr,P48,r,2456363.034,>22.0053,3sigma non-detection limit
PTF11glr,P48,r,2456363.918,>21.8007,3sigma non-detection limit
PTF11glr,P48,r,2456406.006,>21.2246,3sigma non-detection limit
PTF11glr,P48,r,2456412.953,>21.7797,3sigma non-detection limit
PTF11glr,P48,r,2456412.983,>21.5794,3sigma non-detection limit
PTF11glr,P48,r,2456416.995,>22.1998,3sigma non-detection limit
PTF11glr,P60,r,2455663.855,>21.4627,3sigma non-detection limit
PTF11glr,P60,r,2455680.866,>21.7602,3sigma non-detection limit
PTF11glr,P60,r,2455682.878,>21.6521,3sigma non-detection limit
PTF11glr,P60,r,2455682.922,>21.6583,3sigma non-detection limit
PTF11glr,P60,r,2455692.89,>22.3652,3sigma non-detection limit
PTF11glr,P60,r,2455702.857,>21.8078,3sigma non-detection limit
PTF11glr,P60,r,2455709.899,>21.7716,3sigma non-detection limit
PTF11glr,P60,r,2455721.953,20.9609,0.14211 
PTF11glr,P60,r,2455722.731,20.6737,0.1102 
PTF11glr,P60,r,2455730.829,20.5099,0.13695 
PTF11glr,P60,r,2455750.775,20.2741,0.088992 
PTF11glr,P60,r,2455753.772,20.2535,0.076444 
PTF11glr,P60,r,2455757.924,>20.2673,3sigma non-detection limit
PTF11glr,P60,r,2455760.833,20.043,0.10763 
PTF11glr,P60,r,2455763.885,20.2919,0.13046 
PTF11glr,P60,r,2455790.749,20.7136,0.097705 
PTF11glr,P60,r,2455790.792,20.85,0.14766 
PTF11glr,P60,r,2456363.034,>22.0053,3sigma non-detection limit
PTF11glr,P60,r,2456363.918,>21.8007,3sigma non-detection limit
PTF11glr,P60,r,2456406.006,>21.2246,3sigma non-detection limit
PTF11glr,P60,r,2456412.953,>21.7797,3sigma non-detection limit
PTF11glr,P60,r,2456412.983,>21.5794,3sigma non-detection limit
PTF11glr,P60,r,2456416.995,>22.1998,3sigma non-detection limit
