"ID","Name","RA","DEC","Type","Redshift","Host Name","Host Redshift","Source Group","Associated Group/s","Disc. Internal Name","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender","Ext. catalog/s"
"19076","AT 2017bzj","18:12:45.34","+49:51:42.37","","","","","GaiaAlerts","GaiaAlerts","Gaia17aou","1","1","","18.79","G-Gaia","2017-03-03 17:52:48","Gaia_Bot1",""
"19077","AT 2017bzk","07:09:45.51","-53:31:59.52","","","","","GaiaAlerts","GaiaAlerts","Gaia17aox","1","1","","18.68","G-Gaia","2017-03-03 14:45:36","Gaia_Bot1",""
"19078","AT 2017bzl","01:19:31.23","+22:42:10.80","","","","","GaiaAlerts","GaiaAlerts","Gaia17aoy","1","1","","18.5","G-Gaia","2017-03-03 22:24:57","Gaia_Bot1",""
"19079","AT 2017bzm","13:15:04.16","-24:48:05.48","","","","","ATLAS","ATLAS","ATLAS17bnl","1","1","","17.56","orange-ATLAS","2017-03-07 13:26:24","ATLAS_Bot1",""
"19080","AT 2017bzn","09:34:46.57","-19:46:37.82","","","","","Pan-STARRS1","Pan-STARRS1","PS17brg","1","1","","19.68","i-Sloan","2017-03-06 08:22:33","PS1_Bot1",""
"19081","AT 2017bzo","13:39:04.97","-20:17:19.98","","","","","Pan-STARRS1","Pan-STARRS1","PS17brf","1","1","","19.85","w-PS1","2017-03-04 13:56:38","PS1_Bot1",""
"19082","AT 2017bzp","13:55:36.83","+31:15:25.22","","","","","Pan-STARRS1","Pan-STARRS1","PS17bri","1","1","","21.04","i-Sloan","2017-03-06 12:07:12","PS1_Bot1",""
"19083","AT 2017bzq","13:15:51.36","+28:43:31.25","","","","","Pan-STARRS1","Pan-STARRS1","PS17brh","1","1","","20.49","i-Sloan","2017-03-06 11:45:36","PS1_Bot1",""
"19084","AT 2017bzr","14:03:45.14","+29:21:49.92","","","","","Pan-STARRS1","Pan-STARRS1","PS17brj","1","1","","19.81","i-Sloan","2017-03-06 11:52:48","PS1_Bot1",""
"19085","AT 2017bzs","13:20:53.59","-04:14:04.70","","","","","PTSS","PTSS","PTSS-17jdx","1","1","","17.5","r-Sloan","2017-03-07 17:26:53","Li",""
"19086","AT 2017bzt","13:03:09.70","-39:25:17.26","","","","","SkyMapper","SkyMapper","SMT17bif","1","1","","19.35","r-SM-SkyMapper","2017-02-27 12:38:52","smt_bot",""
"19087","AT 2017bzu","02:10:59.66","+10:35:10.82","","","","","GaiaAlerts","GaiaAlerts","Gaia17aoz","1","1","","18.18","G-Gaia","2017-03-04 22:09:07","Gaia_Bot1",""
"19088","AT 2017bzv","22:22:57.61","+48:37:52.46","","","","","GaiaAlerts","GaiaAlerts","Gaia17apb","1","1","","18.54","G-Gaia","2017-03-04 18:57:36","Gaia_Bot1",""
"19089","AT 2017bzw","19:55:13.68","+52:10:58.12","","","","","GaiaAlerts","GaiaAlerts","Gaia17apc","1","1","","18.77","G-Gaia","2017-03-04 11:35:31","Gaia_Bot1",""
"19090","AT 2017bzx","14:21:44.40","-05:04:43.72","","","","","GaiaAlerts","GaiaAlerts","Gaia17apd","1","1","","18.25","G-Gaia","2017-03-04 13:13:26","Gaia_Bot1",""
"19091","AT 2017bzy","05:07:22.63","-37:28:00.62","","","","","GaiaAlerts","GaiaAlerts","Gaia17ape","1","1","","18.23","G-Gaia","2017-02-02 21:56:09","Gaia_Bot1",""
"19092","AT 2017bzz","04:22:50.49","-26:25:04.66","","","","","GaiaAlerts","GaiaAlerts","Gaia17apf","1","1","","18.76","G-Gaia","2017-03-05 03:24:28","Gaia_Bot1",""
"19093","AT 2017caa","04:03:46.18","-24:56:06.43","","","","","GaiaAlerts","GaiaAlerts","Gaia17apg","1","1","","18.8","G-Gaia","2017-03-04 15:27:21","Gaia_Bot1",""
"19094","AT 2017cab","21:41:46.72","+51:18:25.45","","","","","GaiaAlerts","GaiaAlerts","Gaia17aph","1","1","","18.57","G-Gaia","2017-03-04 13:04:48","Gaia_Bot1",""
"19095","AT 2017cac","16:13:08.16","+26:09:52.88","","","","","GaiaAlerts","GaiaAlerts","Gaia17api","1","1","","18.37","G-Gaia","2017-03-04 18:30:14","Gaia_Bot1",""
"19096","AT 2017cad","02:17:23.95","+10:16:06.42","","","","","GaiaAlerts","GaiaAlerts","Gaia17apj","1","1","","20.71","G-Gaia","2017-02-17 04:06:14","Gaia_Bot1",""
"19097","AT 2017cae","19:17:04.29","+46:23:18.20","","","","","GaiaAlerts","GaiaAlerts","Gaia17apk","1","1","","18.6","G-Gaia","2017-03-05 17:44:09","Gaia_Bot1",""
"19098","AT 2017caf","03:12:15.41","-01:52:14.23","","","","","GaiaAlerts","GaiaAlerts","Gaia17apl","1","1","","18.55","G-Gaia","2017-03-06 03:53:16","Gaia_Bot1",""
"19099","AT 2017cag","05:26:04.59","-39:34:08.29","","","","","GaiaAlerts","GaiaAlerts","Gaia17apm","1","1","","18.31","G-Gaia","2017-03-04 21:07:12","Gaia_Bot1",""
"19100","AT 2017cah","10:10:17.83","-47:00:06.55","","","","","GaiaAlerts","GaiaAlerts","Gaia17apn","1","1","","16.86","G-Gaia","2017-03-06 02:22:33","Gaia_Bot1",""
"19101","AT 2017cai","06:53:56.69","-43:15:28.26","","","","","GaiaAlerts","GaiaAlerts","Gaia17apo","1","1","","18.76","G-Gaia","2017-03-06 02:54:14","Gaia_Bot1",""
"19102","AT 2017caj","14:31:39.86","-06:38:40.09","","","","","GaiaAlerts","GaiaAlerts","Gaia17app","1","1","","18.8","G-Gaia","2017-03-05 13:14:52","Gaia_Bot1",""
"19103","AT 2017cak","15:19:18.87","+28:13:44.47","","","","","ATLAS","ATLAS","ATLAS17bkt","1","1","","16.54","cyan-ATLAS","2017-03-05 13:42:14","ATLAS_Bot1",""
"19104","AT 2017cal","17:14:24.28","+20:18:50.44","","","NGC 6321","0.020764","ASAS-SN","ASAS-SN","ASASSN-17dh","1","1","","15.9","V-Johnson","2017-03-07 12:43:12","Stanek",""
"19105","AT 2017cam","16:51:55.73","-16:21:04.03","","","","","ASAS-SN","ASAS-SN","ASASSN-17di","1","1","","16.5","V-Johnson","2017-03-05 08:52:48","Stanek",""
"19106","AT 2017can","14:54:55.12","-22:04:09.32","","","","","ATLAS","ATLAS","ATLAS17bpr","1","1","","17.95","orange-ATLAS","2017-03-07 15:00:00","ATLAS_Bot1",""
"19107","AT 2017cao","19:24:02.19","+42:17:21.08","","","","","GaiaAlerts","GaiaAlerts","Gaia17apq","1","1","","17.15","G-Gaia","2017-03-06 23:45:36","Gaia_Bot1",""
"19108","AT 2017cap","19:25:00.08","+43:00:07.96","","","","","GaiaAlerts","GaiaAlerts","Gaia17apr","1","1","","16.47","G-Gaia","2017-03-06 19:32:09","Gaia_Bot1",""
"19109","AT 2017caq","06:18:12.44","-36:31:38.03","","","","","GaiaAlerts","GaiaAlerts","Gaia17aps","1","1","","17.44","G-Gaia","2017-03-06 21:04:19","Gaia_Bot1",""
"19110","AT 2017car","03:20:27.06","-02:38:32.89","","","","","GaiaAlerts","GaiaAlerts","Gaia17apt","1","1","","18.6","G-Gaia","2017-03-06 09:51:50","Gaia_Bot1",""
"19111","AT 2017cas","15:45:28.86","+05:02:14.03","","","","","GaiaAlerts","GaiaAlerts","Gaia17apu","1","1","","17.3","G-Gaia","2017-02-10 12:59:02","Gaia_Bot1",""
"19112","AT 2017cat","17:58:52.09","+34:00:09.32","","","","","GaiaAlerts","GaiaAlerts","Gaia17apv","1","1","","17.02","G-Gaia","2017-03-06 19:52:19","Gaia_Bot1",""
"19113","AT 2017cau","07:25:09.43","-43:50:07.84","","","","","GaiaAlerts","GaiaAlerts","Gaia17apw","1","1","","17","G-Gaia","2017-03-06 14:49:55","Gaia_Bot1",""
"19114","AT 2017cav","18:06:43.92","+06:50:19.64","","","","","ASAS-SN","ASAS-SN","ASASSN-17dj","1","1","","16.3","V-Johnson","2017-03-06 13:55:12","Stanek",""
